,bug,dark,dragon,electric,fairy,fight,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,classfication,height_m,name,attack,pokedex_number,type1,type2,weight_kg,generation,is_legendary,image
288,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lazy Pokémon,2.0,Slaking,160,289,normal,normal,130.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png
289,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,Trainee Pokémon,0.5,Nincada,45,290,bug,ground,5.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png
290,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Ninja Pokémon,0.8,Ninjask,90,291,bug,flying,12.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png
291,0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,Shed Pokémon,0.8,Shedinja,90,292,bug,ghost,1.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png
292,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Whisper Pokémon,0.6,Whismur,51,293,normal,normal,16.3,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png
293,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Big Voice Pokémon,1.0,Loudred,71,294,normal,normal,40.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png
294,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Loud Noise Pokémon,1.5,Exploud,91,295,normal,normal,84.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png
295,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Guts Pokémon,1.0,Makuhita,60,296,fighting,fighting,86.4,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png
296,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Arm Thrust Pokémon,2.3,Hariyama,120,297,fighting,fighting,253.8,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png
297,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Polka Dot Pokémon,0.2,Azurill,20,298,normal,fairy,2.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png
298,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Compass Pokémon,1.0,Nosepass,45,299,rock,rock,97.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png
299,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Kitten Pokémon,0.6,Skitty,45,300,normal,normal,11.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png
300,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Prim Pokémon,1.1,Delcatty,65,301,normal,normal,32.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png
301,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,Darkness Pokémon,0.5,Sableye,85,302,dark,ghost,11.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png
302,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,Deceiver Pokémon,0.6,Mawile,105,303,steel,fairy,11.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png
303,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Iron Armor Pokémon,0.4,Aron,70,304,steel,rock,60.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png
304,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Iron Armor Pokémon,0.9,Lairon,90,305,steel,rock,120.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/305.png
305,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Iron Armor Pokémon,2.1,Aggron,140,306,steel,rock,360.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/306.png
306,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,Meditate Pokémon,0.6,Meditite,40,307,fighting,psychic,11.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/307.png
307,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,Meditate Pokémon,1.3,Medicham,100,308,fighting,psychic,31.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/308.png
308,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Lightning Pokémon,0.6,Electrike,45,309,electric,electric,15.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/309.png
309,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Discharge Pokémon,1.5,Manectric,75,310,electric,electric,40.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/310.png
310,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Cheering Pokémon,0.4,Plusle,50,311,electric,electric,4.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/311.png
311,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Cheering Pokémon,0.4,Minun,40,312,electric,electric,4.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/312.png
312,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Firefly Pokémon,0.7,Volbeat,73,313,bug,bug,17.7,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/313.png
313,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Firefly Pokémon,0.6,Illumise,47,314,bug,bug,17.7,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/314.png
314,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Thorn Pokémon,0.3,Roselia,60,315,grass,poison,2.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/315.png
315,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Stomach Pokémon,0.4,Gulpin,43,316,poison,poison,10.3,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/316.png
316,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Poison Bag Pokémon,1.7,Swalot,73,317,poison,poison,80.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/317.png
317,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,Savage Pokémon,0.8,Carvanha,90,318,water,dark,20.8,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/318.png
318,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,Brutal Pokémon,1.8,Sharpedo,140,319,water,dark,88.8,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/319.png
319,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Ball Whale Pokémon,2.0,Wailmer,70,320,water,water,130.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/320.png
320,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Float Whale Pokémon,14.5,Wailord,90,321,water,water,398.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/321.png
321,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,Numb Pokémon,0.7,Numel,60,322,fire,ground,24.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/322.png
322,0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,Eruption Pokémon,1.9,Camerupt,120,323,fire,ground,220.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/323.png
323,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Coal Pokémon,0.5,Torkoal,85,324,fire,fire,80.4,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/324.png
324,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Bounce Pokémon,0.7,Spoink,25,325,psychic,psychic,30.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/325.png
325,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Manipulate Pokémon,0.9,Grumpig,45,326,psychic,psychic,71.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/326.png
326,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Spot Panda Pokémon,1.1,Spinda,60,327,normal,normal,5.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/327.png
327,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Ant Pit Pokémon,0.7,Trapinch,100,328,ground,ground,15.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/328.png
328,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Vibration Pokémon,1.1,Vibrava,70,329,ground,dragon,15.3,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/329.png
329,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Mystic Pokémon,2.0,Flygon,100,330,ground,dragon,82.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/330.png
330,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Cactus Pokémon,0.4,Cacnea,85,331,grass,grass,51.3,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/331.png
331,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,Scarecrow Pokémon,1.3,Cacturne,115,332,grass,dark,77.4,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/332.png
332,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Cotton Bird Pokémon,0.4,Swablu,40,333,normal,flying,1.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/333.png
333,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Humming Pokémon,1.1,Altaria,110,334,dragon,flying,20.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/334.png
334,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cat Ferret Pokémon,1.3,Zangoose,115,335,normal,normal,40.3,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/335.png
335,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,Fang Snake Pokémon,2.7,Seviper,100,336,poison,poison,52.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/336.png
336,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,Meteorite Pokémon,1.0,Lunatone,55,337,rock,psychic,168.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/337.png
337,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,Meteorite Pokémon,1.2,Solrock,95,338,rock,psychic,154.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/338.png
338,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Whiskers Pokémon,0.4,Barboach,48,339,water,ground,1.9,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/339.png
339,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Whiskers Pokémon,0.9,Whiscash,78,340,water,ground,23.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/340.png
340,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Ruffian Pokémon,0.6,Corphish,80,341,water,water,11.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/341.png
341,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,Rogue Pokémon,1.1,Crawdaunt,120,342,water,dark,32.8,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/342.png
342,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,Clay Doll Pokémon,0.5,Baltoy,40,343,ground,psychic,21.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/343.png
343,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,Clay Doll Pokémon,1.5,Claydol,70,344,ground,psychic,108.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/344.png
344,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,Sea Lily Pokémon,1.0,Lileep,41,345,rock,grass,23.8,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/345.png
345,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,Barnacle Pokémon,1.5,Cradily,81,346,rock,grass,60.4,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/346.png
346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,Old Shrimp Pokémon,0.7,Anorith,95,347,rock,bug,12.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/347.png
347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,Plate Pokémon,1.5,Armaldo,125,348,rock,bug,68.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/348.png
348,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Fish Pokémon,0.6,Feebas,15,349,water,water,7.4,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/349.png
349,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Tender Pokémon,6.2,Milotic,60,350,water,water,162.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/350.png
350,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Weather Pokémon,0.3,Castform,70,351,normal,normal,0.8,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/351.png
351,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Color Swap Pokémon,1.0,Kecleon,90,352,normal,normal,22.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/352.png
352,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Puppet Pokémon,0.6,Shuppet,75,353,ghost,ghost,2.3,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/353.png
353,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Marionette Pokémon,1.1,Banette,165,354,ghost,ghost,12.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/354.png
354,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Requiem Pokémon,0.8,Duskull,40,355,ghost,ghost,15.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/355.png
355,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Beckon Pokémon,1.6,Dusclops,70,356,ghost,ghost,30.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/356.png
356,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,Fruit Pokémon,2.0,Tropius,68,357,grass,flying,100.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/357.png
357,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Wind Chime Pokémon,0.6,Chimecho,50,358,psychic,psychic,1.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/358.png
358,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Disaster Pokémon,1.2,Absol,150,359,dark,dark,47.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/359.png
359,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Bright Pokémon,0.6,Wynaut,23,360,psychic,psychic,14.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/360.png
360,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Snow Hat Pokémon,0.7,Snorunt,50,361,ice,ice,16.8,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/361.png
361,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Face Pokémon,1.5,Glalie,120,362,ice,ice,256.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/362.png
362,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,Clap Pokémon,0.8,Spheal,40,363,ice,water,39.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/363.png
363,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,Ball Roll Pokémon,1.1,Sealeo,60,364,ice,water,87.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/364.png
364,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,Ice Break Pokémon,1.4,Walrein,80,365,ice,water,150.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/365.png
365,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Bivalve Pokémon,0.4,Clamperl,64,366,water,water,52.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/366.png
366,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Deep Sea Pokémon,1.7,Huntail,104,367,water,water,27.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/367.png
367,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,South Sea Pokémon,1.8,Gorebyss,84,368,water,water,22.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png
368,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Longevity Pokémon,1.0,Relicanth,90,369,water,rock,23.4,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png
369,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Rendezvous Pokémon,0.6,Luvdisc,30,370,water,water,8.7,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png
370,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Rock Head Pokémon,0.6,Bagon,75,371,dragon,dragon,42.1,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png
371,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,Endurance Pokémon,1.1,Shelgon,95,372,dragon,dragon,110.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png
372,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Dragon Pokémon,1.5,Salamence,145,373,dragon,flying,102.6,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png
373,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Iron Ball Pokémon,0.6,Beldum,55,374,steel,psychic,95.2,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png
374,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Iron Claw Pokémon,1.2,Metang,75,375,steel,psychic,202.5,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png
375,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Iron Leg Pokémon,1.6,Metagross,145,376,steel,psychic,550.0,3,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png
376,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Rock Peak Pokémon,1.7,Regirock,100,377,rock,rock,230.0,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png
377,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Iceberg Pokémon,1.8,Regice,50,378,ice,ice,175.0,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png
378,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,Iron Pokémon,1.9,Registeel,75,379,steel,steel,205.0,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png
379,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,Eon Pokémon,1.4,Latias,100,380,dragon,psychic,40.0,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png
380,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,Eon Pokémon,2.0,Latios,130,381,dragon,psychic,60.0,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png
381,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Sea Basin Pokémon,4.5,Kyogre,150,382,water,water,352.0,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png
382,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Continent Pokémon,3.5,Groudon,180,383,ground,ground,950.0,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png
383,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,Sky High Pokémon,7.0,Rayquaza,180,384,dragon,flying,206.5,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png
